total_return,total_return_pct,final_value,sharpe_ratio,sortino_ratio,max_drawdown_pct,win_rate_pct,total_trades,init_cash,short_window,long_window,strategy,atr_mult,entry_window,exit_window,bb_period,bb_std
0.45765515221245967,45.76551522124597,145765.51522124597,0.9282075040658031,1.6487636701850565,18.047810854207604,100.0,1,100000.0,20.0,50.0,TrendMA_Filtered,1.0,,,,
0.7434148971159666,74.34148971159667,174341.48971159666,0.9033415702239355,1.437748921375358,29.2566235069054,100.0,3,100000.0,10.0,100.0,TrendMA,,,,,
0.6855074926808328,68.55074926808328,168550.74926808328,0.860703063863449,1.3637323457044783,32.737070149554846,100.0,2,100000.0,20.0,100.0,TrendMA,,,,,
0.5399448936222255,53.99448936222255,153994.48936222255,0.7790898950073591,1.3094061360368094,30.080040379063906,75.0,5,100000.0,,,MomentumBreakout,,50.0,30.0,,
0.4852983857415113,48.52983857415113,148529.83857415113,0.6959375281963791,1.076711270115363,36.9469376346025,50.0,2,100000.0,30.0,100.0,TrendMA,,,,,
0.2937011815990895,29.370118159908948,129370.11815990895,0.592482894453291,1.0019038635307635,27.69945638520174,66.66666666666666,3,100000.0,,,MomentumBreakout,,100.0,20.0,,
0.36789174491852233,36.789174491852236,136789.17449185223,0.5809643549760106,0.9139006901585288,47.19181436703329,60.0,6,100000.0,20.0,50.0,TrendMA,,,,,
0.3183095322706619,31.83095322706619,131830.9532270662,0.5309951631717725,0.8688958318242933,45.96524370716447,37.5,9,100000.0,10.0,50.0,TrendMA,,,,,
0.2424371161772005,24.243711617720052,124243.71161772005,0.5198674447123506,0.8717118137580668,30.56443003647861,66.66666666666666,3,100000.0,,,MomentumBreakout,,100.0,30.0,,
0.2848966033050191,28.48966033050191,128489.66033050191,0.4960498186417031,0.7983531991819196,46.48708051013616,37.5,9,100000.0,,,MomentumBreakout,,20.0,30.0,,
0.1809509758485583,18.09509758485583,118095.09758485583,0.41304487422054736,0.6632605761551431,27.038650194087293,50.0,7,100000.0,,,MomentumBreakout,,50.0,20.0,,
0.1387318429661283,13.87318429661283,113873.18429661283,0.4018812265018003,0.6205002623550483,21.64848309289729,100.0,2,100000.0,10.0,100.0,TrendMA_Filtered,1.0,,,,
0.1387318429661283,13.87318429661283,113873.18429661283,0.4018812265018003,0.6205002623550483,21.64848309289729,100.0,2,100000.0,10.0,100.0,TrendMA_Filtered,0.3,,,,
0.1387318429661283,13.87318429661283,113873.18429661283,0.4018812265018003,0.6205002623550483,21.64848309289729,100.0,2,100000.0,10.0,100.0,TrendMA_Filtered,0.5,,,,
0.1271973058836715,12.71973058836715,112719.73058836715,0.37571871793880957,0.5847656154470318,23.2702943916015,100.0,1,100000.0,20.0,100.0,TrendMA_Filtered,0.5,,,,
0.1271973058836715,12.71973058836715,112719.73058836715,0.37571871793880957,0.5847656154470318,23.2702943916015,100.0,1,100000.0,20.0,100.0,TrendMA_Filtered,1.0,,,,
0.1271973058836715,12.71973058836715,112719.73058836715,0.37571871793880957,0.5847656154470318,23.2702943916015,100.0,1,100000.0,20.0,100.0,TrendMA_Filtered,0.3,,,,
0.10175015634148324,10.175015634148323,110175.01563414832,0.31943967130528367,0.48581888313508953,50.38713924468183,60.0,6,100000.0,30.0,50.0,TrendMA,,,,,
0.05328902888520199,5.328902888520199,105328.9028885202,0.31371481112063027,0.4756624242109147,63.20467071042045,100.0,1,100000.0,10.0,200.0,TrendMA_Filtered,1.0,,,,
0.05328902888520199,5.328902888520199,105328.9028885202,0.31371481112063027,0.4756624242109147,63.20467071042045,100.0,1,100000.0,10.0,200.0,TrendMA_Filtered,0.5,,,,
0.05328902888520199,5.328902888520199,105328.9028885202,0.31371481112063027,0.4756624242109147,63.20467071042045,100.0,1,100000.0,10.0,200.0,TrendMA_Filtered,0.3,,,,
0.07120503931278246,7.120503931278247,107120.50393127825,0.28011955297689156,0.41545084098952634,35.432755868497296,50.0,2,100000.0,10.0,200.0,TrendMA,,,,,
0.047794453922627725,4.779445392262772,104779.44539226277,0.2713239662756693,0.4306399174534196,43.37304594226487,27.27272727272727,12,100000.0,,,MomentumBreakout,,20.0,20.0,,
0.05536032027541034,5.536032027541034,105536.03202754103,0.230810272182258,0.361296530614778,23.72031411830693,60.0,5,100000.0,,,MomentumBreakout,,100.0,10.0,,
0.00575953397135585,0.575953397135585,100575.95339713558,0.19326927333674812,0.28484809995568516,51.69033321963822,100.0,3,100000.0,30.0,50.0,TrendMA_Filtered,0.3,,,,
0.02612410003140714,2.612410003140714,102612.41000314071,0.16710541728542286,0.24334650251593504,30.150471703471037,50.0,2,100000.0,10.0,50.0,TrendMA_Filtered,1.0,,,,
-0.02887916261791921,-2.8879162617919207,97112.08373820808,0.14424361523283666,0.21233601117445333,53.35413439020867,100.0,2,100000.0,30.0,50.0,TrendMA_Filtered,0.5,,,,
-0.007176713405162882,-0.7176713405162882,99282.32865948371,0.1401108042200282,0.20986040058111946,30.538971894848725,33.33333333333333,6,100000.0,,,MeanRevBB,,,,20.0,2.5
-0.019484402311826854,-1.9484402311826854,98051.55976881731,0.1099855516219691,0.16796793564889678,35.86247003928843,50.0,9,100000.0,,,MomentumBreakout,,50.0,10.0,,
-0.011779581113578897,-1.1779581113578896,98822.04188864211,0.09242631444405619,0.13488393861587666,28.440912291829513,0.0,1,100000.0,30.0,100.0,TrendMA_Filtered,0.5,,,,
-0.011779581113578897,-1.1779581113578896,98822.04188864211,0.09242631444405619,0.13488393861587666,28.440912291829513,0.0,1,100000.0,30.0,100.0,TrendMA_Filtered,0.3,,,,
-0.011779581113578897,-1.1779581113578896,98822.04188864211,0.09242631444405619,0.13488393861587666,28.440912291829513,0.0,1,100000.0,30.0,100.0,TrendMA_Filtered,1.0,,,,
-0.10629021181935298,-10.629021181935299,89370.9788180647,0.044831477627646416,0.06495867568988027,42.75312525871347,50.0,2,100000.0,30.0,200.0,TrendMA,,,,,
0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,100000.0,30.0,50.0,TrendMA_Filtered,1.0,,,,
-0.0783118722831212,-7.831187228312119,92168.81277168788,-0.02326645629042558,-0.03337190269811346,37.17665630311834,25.0,5,100000.0,10.0,50.0,TrendMA_Filtered,0.5,,,,
-0.23898997884316034,-23.898997884316035,76101.00211568396,-0.025065054574420563,-0.036014656696240446,62.192441427270474,0.0,2,100000.0,30.0,200.0,TrendMA_Filtered,0.3,,,,
-0.23898997884316034,-23.898997884316035,76101.00211568396,-0.025065054574420563,-0.036014656696240446,62.192441427270474,0.0,2,100000.0,30.0,200.0,TrendMA_Filtered,0.5,,,,
-0.201614565544918,-20.1614565544918,79838.5434455082,-0.05219250385505816,-0.07611617704667249,50.39765700666731,100.0,2,100000.0,20.0,50.0,TrendMA_Filtered,0.3,,,,
-0.201614565544918,-20.1614565544918,79838.5434455082,-0.05219250385505816,-0.07611617704667249,50.39765700666731,100.0,2,100000.0,20.0,50.0,TrendMA_Filtered,0.5,,,,
-0.16685962234309118,-16.68596223430912,83314.03776569088,-0.05956426585373754,-0.08566259788173905,37.35030414355493,50.0,2,100000.0,20.0,200.0,TrendMA,,,,,
-0.18385543632832196,-18.385543632832196,81614.4563671678,-0.061584115932837837,-0.09557860828270302,52.86334628165533,33.33333333333333,16,100000.0,,,MomentumBreakout,,20.0,10.0,,
-0.1783519350177502,-17.83519350177502,82164.80649822498,-0.07803686680611115,-0.11100054727387572,39.62965655817889,60.0,10,100000.0,,,MeanRevBB,,,,20.0,2.0
-0.17674726070346994,-17.674726070346995,82325.273929653,-0.2064910489443999,-0.29149115605482845,43.88612781815907,20.0,6,100000.0,10.0,50.0,TrendMA_Filtered,0.3,,,,
-0.24457498906686495,-24.457498906686496,75542.5010933135,-0.25056827683390376,-0.35239548132911747,39.62965655817888,50.0,8,100000.0,,,MeanRevBB,,,,15.0,2.0
-0.34399563138456973,-34.399563138456976,65600.43686154303,-0.291833374102689,-0.40623702214742363,49.26434728891362,33.33333333333333,6,100000.0,,,MeanRevBB,,,,30.0,2.0
-0.21411550070631288,-21.41155007063129,78588.44992936871,-0.32966865865303935,-0.4648422454763835,31.480208127483706,25.0,4,100000.0,,,MeanRevBB,,,,15.0,2.5
-0.1857865101671731,-18.57865101671731,81421.34898328269,-0.35333414945320557,-0.4806339347005929,35.008602757377275,0.0,1,100000.0,30.0,200.0,TrendMA_Filtered,1.0,,,,
-0.18652703720814345,-18.652703720814344,81347.29627918566,-0.3604072544585876,-0.4889721534944055,35.00860275737728,0.0,1,100000.0,20.0,200.0,TrendMA_Filtered,0.5,,,,
-0.18652703720814345,-18.652703720814344,81347.29627918566,-0.3604072544585876,-0.4889721534944055,35.00860275737728,0.0,1,100000.0,20.0,200.0,TrendMA_Filtered,1.0,,,,
-0.18652703720814345,-18.652703720814344,81347.29627918566,-0.3604072544585876,-0.4889721534944055,35.00860275737728,0.0,1,100000.0,20.0,200.0,TrendMA_Filtered,0.3,,,,
-0.36096662325364676,-36.096662325364676,63903.337674635324,-0.36738864778885766,-0.5133413867366116,43.179475914414475,40.0,10,100000.0,,,MeanRevBB,,,,20.0,1.5
-0.40673111195953354,-40.673111195953354,59326.88880404665,-0.3890707503382233,-0.5378781113510049,54.116335640503976,33.33333333333333,6,100000.0,,,MeanRevBB,,,,30.0,2.5
-0.47249112474570787,-47.249112474570786,52750.887525429214,-0.523950275337507,-0.7158425235535862,53.36174479734465,28.57142857142857,7,100000.0,,,MeanRevBB,,,,30.0,1.5
-0.43559591974711065,-43.55959197471107,56440.40802528893,-0.5712867194014708,-0.7793075330152057,49.815241577371864,30.0,10,100000.0,,,MeanRevBB,,,,15.0,1.5
