total_return,total_return_pct,final_value,sharpe_ratio,sortino_ratio,max_drawdown_pct,win_rate_pct,total_trades,init_cash,short_window,long_window,atr_mult,strategy,entry_window,exit_window,bb_period,bb_std,rsi_period,oversold,overbought,trend_ma,lookback,consec_bars,trail_atr_mult,ma_period,mom_period,min_votes,ema_period,atr_period,entry_period,exit_period,atr_stop_mult,fast,slow,signal,tenkan,kijun,senkou_b,min_agree,tf_short,tf_long,short_ma,long_ma
0.7646007197179568,76.46007197179568,176460.0719717957,1.0720595050148785,1.7310589537810193,25.87524728164122,35.294117647058826,103,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,12.0,21.0,9.0,,,,,,,,
0.7610089842539383,76.10089842539382,176100.89842539383,1.0673208715969733,1.7203429267771675,26.780874077475275,35.78947368421053,96,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,12.0,26.0,9.0,,,,,,,,
0.8839553353228962,88.39553353228962,188395.5335322896,1.0619220607525788,1.5863757792581752,36.44580190617874,33.33333333333333,7,100000.0,40.0,150.0,0.8,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7446996864775459,74.4699686477546,174469.96864775458,1.0505603762482503,1.6907392422809107,26.519201577927536,38.297872340425535,95,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,21.0,9.0,,,,,,,,
0.7298604991277586,72.98604991277587,172986.04991277587,1.0358274789688706,1.6767313723293575,25.87672382622092,34.95145631067961,104,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,21.0,7.0,,,,,,,,
0.7196123737070123,71.96123737070123,171961.23737070122,1.0246840687381715,1.6539021014982467,26.704003461702165,35.23809523809524,106,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,12.0,26.0,7.0,,,,,,,,
0.41541468108484186,41.54146810848419,141541.46810848417,1.0161511399602376,1.7809218231918293,17.89444629580445,31.11111111111111,45,100000.0,,,,AggressiveMom,,,,,,,,,20.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
0.7062584421209565,70.62584421209564,170625.84421209566,1.0142111634301971,1.6330582651225807,28.662510598766623,36.45833333333333,97,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,8.0,34.0,12.0,,,,,,,,
0.7051325133206099,70.51325133206099,170513.251332061,1.0116233188459463,1.6329078438238989,26.11122078794753,34.31372549019608,103,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,12.0,34.0,7.0,,,,,,,,
0.4606363704250606,46.06363704250606,146063.63704250607,0.9834937655084923,1.629263743307812,27.51370885116969,32.3943661971831,71,100000.0,,,,AggressiveMom,,,,,,,,,30.0,2.0,1.5,,,,,,,,,,,,,,,,,,,
0.9247928636182913,92.47928636182912,192479.28636182914,0.9809396120000716,1.46859101123629,56.14703475105186,75.0,5,100000.0,20.0,120.0,0.8,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6655691720010598,66.55691720010599,166556.91720010596,0.9786918367199536,1.5742652076949593,27.27545944609003,34.375,97,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,26.0,7.0,,,,,,,,
0.6674407954565074,66.74407954565073,166744.07954565075,0.9745236457121823,1.5607107691204736,27.315290463906305,42.04545454545455,89,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,26.0,9.0,,,,,,,,
0.42522146529564225,42.522146529564225,142522.14652956423,0.9601607673124565,1.630611521122913,24.651382170419495,35.714285714285715,56,100000.0,,,,AggressiveMom,,,,,,,,,30.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
0.6448309624266501,64.483096242665,164483.09624266502,0.9494226732607447,1.5178291471220382,29.767356262168303,41.11111111111111,91,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,12.0,34.0,9.0,,,,,,,,
0.44217117445224563,44.21711744522456,144217.11744522455,0.9460961354856656,1.5701162098650767,24.64377799658914,32.857142857142854,70,100000.0,,,,AggressiveMom,,,,,,,,,20.0,3.0,1.5,,,,,,,,,,,,,,,,,,,
0.637295877084269,63.729587708426905,163729.5877084269,0.9389274364848896,1.4950530937983642,31.780582894243935,36.11111111111111,109,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,8.0,34.0,9.0,,,,,,,,
0.572200802951458,57.220080295145806,157220.0802951458,0.9372968430097877,1.5015177149687335,26.91543294723321,33.33333333333333,88,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,12.0,21.0,9.0,,,,,,,,
0.6197085595563295,61.970855955632956,161970.85595563296,0.9240597322031177,1.4780834372023197,29.222618242749636,40.65934065934066,92,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,34.0,7.0,,,,,,,,
0.5512925405172007,55.12925405172007,155129.25405172008,0.916372677361357,1.4692115136001478,27.66866958688902,32.94117647058823,86,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,8.0,26.0,12.0,,,,,,,,
